[164/15000][epoch 19] Loss_D: -10.022206; Loss_G: -1.861309; Batch time: 1.123787s; Full time: 0.054733h
[165/15000][epoch 19] Loss_D: -9.390651; Loss_G: -5.207556; Batch time: 1.137657s; Full time: 0.055049h
[166/15000][epoch 19] Loss_D: -9.499022; Loss_G: -3.247666; Batch time: 1.133206s; Full time: 0.055364h
[167/15000][epoch 19] Loss_D: -9.441556; Loss_G: 0.012544; Batch time: 1.081115s; Full time: 0.055664h
[168/15000][epoch 20] Loss_D: -9.456084; Loss_G: 0.061726; Batch time: 1.231826s; Full time: 0.056006h
[169/15000][epoch 20] Loss_D: -9.034637; Loss_G: 1.461612; Batch time: 1.136473s; Full time: 0.056322h
[170/15000][epoch 20] Loss_D: -8.739308; Loss_G: -11.836066; Batch time: 1.130840s; Full time: 0.056712h
[171/15000][epoch 20] Loss_D: -9.126743; Loss_G: -3.472292; Batch time: 1.136965s; Full time: 0.057028h
[172/15000][epoch 20] Loss_D: -9.095438; Loss_G: 1.919257; Batch time: 1.128439s; Full time: 0.057341h
[173/15000][epoch 20] Loss_D: -8.176593; Loss_G: -1.697557; Batch time: 1.130253s; Full time: 0.057655h
[174/15000][epoch 20] Loss_D: -8.793639; Loss_G: 0.129309; Batch time: 1.124864s; Full time: 0.057968h
[175/15000][epoch 20] Loss_D: -9.240345; Loss_G: -4.236012; Batch time: 1.128271s; Full time: 0.058281h
[176/15000][epoch 21] Loss_D: -8.719148; Loss_G: -3.179248; Batch time: 1.157186s; Full time: 0.058603h
[177/15000][epoch 21] Loss_D: -8.915297; Loss_G: 0.974132; Batch time: 1.123684s; Full time: 0.058915h
[178/15000][epoch 21] Loss_D: -9.406604; Loss_G: -0.511291; Batch time: 1.156755s; Full time: 0.059236h
[179/15000][epoch 21] Loss_D: -9.608128; Loss_G: 0.600672; Batch time: 1.132949s; Full time: 0.059551h
[180/15000][epoch 21] Loss_D: -9.126984; Loss_G: -3.915953; Batch time: 1.135676s; Full time: 0.059932h
[181/15000][epoch 21] Loss_D: -8.700923; Loss_G: -4.646700; Batch time: 1.134022s; Full time: 0.060247h
[182/15000][epoch 21] Loss_D: -8.618785; Loss_G: -1.573177; Batch time: 1.130494s; Full time: 0.060561h
[183/15000][epoch 21] Loss_D: -8.287050; Loss_G: 1.962861; Batch time: 1.128209s; Full time: 0.060875h
[184/15000][epoch 22] Loss_D: -8.471795; Loss_G: -5.390393; Batch time: 1.173271s; Full time: 0.061201h
[185/15000][epoch 22] Loss_D: -8.240532; Loss_G: -1.247869; Batch time: 1.138913s; Full time: 0.061517h
[186/15000][epoch 22] Loss_D: -8.711312; Loss_G: -4.265232; Batch time: 1.147531s; Full time: 0.061836h
[187/15000][epoch 22] Loss_D: -8.796453; Loss_G: 0.386885; Batch time: 1.136571s; Full time: 0.062152h
[188/15000][epoch 22] Loss_D: -8.646101; Loss_G: -4.483093; Batch time: 1.134209s; Full time: 0.062467h
